customerID,gender,SeniorCitizen,Partner,Dependents,tenure,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03277,Female,0,Yes,Yes,19,Yes,DSL,No,No,Month-to-month,No,Mailed check,55.16,951.42,0
CUST-03278,Male,0,Yes,Yes,12,No,No,Yes,Yes,Month-to-month,Yes,Credit card,94.07,1183.6,1
CUST-03279,Male,0,No,Yes,47,Yes,DSL,No internet service,Yes,Month-to-month,No,Mailed check,102.95,4675.02,0
CUST-03280,Female,1,Yes,No,18,No phone service,DSL,No internet service,No,Month-to-month,Yes,Mailed check,52.37,984.54,1
CUST-03281,Female,0,No,No,6,No phone service,DSL,No,No,One year,Yes,Mailed check,18.19,113.67,0
CUST-03282,Male,0,Yes,Yes,57,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,41.64,2389.99,0
CUST-03283,Female,1,No,Yes,64,No phone service,No,Yes,No,Two year,No,Credit card,118.0,7970.94,0
CUST-03284,Female,0,Yes,No,18,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,43.43,794.41,0
CUST-03285,Male,1,Yes,Yes,2,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,62.08,118.86,0
CUST-03286,Male,0,No,No,14,No,DSL,No,No,Month-to-month,Yes,Credit card,107.48,1575.18,1
CUST-03287,Male,0,No,No,48,No,DSL,No,No,One year,Yes,Electronic check,49.19,2403.21,0
CUST-03288,Female,0,No,Yes,69,No,DSL,Yes,No internet service,Two year,Yes,Bank transfer,60.03,3738.41,0
CUST-03289,Male,0,No,Yes,6,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,88.83,575.79,0
CUST-03290,Male,1,Yes,Yes,2,Yes,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,116.35,234.82,1
CUST-03291,Female,0,Yes,No,62,No,DSL,No,No,Two year,Yes,Mailed check,45.63,3037.63,0
CUST-03292,Male,0,No,No,14,Yes,No,Yes,No,Month-to-month,No,Mailed check,106.76,1609.05,0
CUST-03293,Male,0,Yes,No,23,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,56.55,1286.33,0
CUST-03294,Female,0,No,No,72,Yes,DSL,No,No,Month-to-month,No,Credit card,38.42,2770.48,0
CUST-03295,Male,0,Yes,Yes,2,No,DSL,Yes,No,Month-to-month,Yes,Mailed check,72.49,142.54,1
CUST-03296,Female,0,Yes,Yes,31,Yes,No,No,No internet service,Month-to-month,Yes,Credit card,30.27,928.88,0
CUST-03297,Female,0,No,No,2,No,DSL,No,No,Month-to-month,No,Bank transfer,79.16,170.83,0
CUST-03298,Male,0,No,No,14,Yes,Fiber optic,No,Yes,Two year,Yes,Electronic check,118.0,1747.2,1
CUST-03299,Male,1,No,Yes,48,No,Fiber optic,No internet service,Yes,One year,Yes,Bank transfer,98.17,4360.19,0
CUST-03300,Female,0,No,Yes,17,No,No,No internet service,Yes,Two year,Yes,Bank transfer,61.85,1074.65,0
CUST-03301,Female,0,No,No,72,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,96.57,7642.65,1
CUST-03302,Female,0,No,No,24,No,DSL,No,No internet service,One year,No,Mailed check,37.05,906.19,0
CUST-03303,Female,0,Yes,Yes,11,No,DSL,No,No,One year,No,Credit card,42.09,489.46,0
CUST-03304,Female,1,Yes,Yes,7,No,DSL,No,Yes,Two year,Yes,Bank transfer,62.69,462.44,0
CUST-03305,Female,0,Yes,Yes,12,Yes,DSL,No,No,Month-to-month,No,Electronic check,67.63,787.26,0
CUST-03306,Female,0,No,No,13,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.2,331.87,1
CUST-03307,Male,1,Yes,No,2,No,No,Yes,No,One year,Yes,Electronic check,55.81,116.62,0
CUST-03308,Female,0,No,Yes,13,No,DSL,No,Yes,Two year,Yes,Mailed check,60.66,788.58,0
CUST-03309,Male,0,Yes,No,18,Yes,Fiber optic,No,No,Two year,No,Electronic check,111.26,2030.95,0
CUST-03310,Female,0,No,Yes,38,Yes,DSL,Yes,No,One year,No,Electronic check,26.2,1037.99,0
CUST-03311,Male,0,Yes,No,32,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,23.42,791.05,0
CUST-03312,Male,0,Yes,No,37,No phone service,No,No,No internet service,Month-to-month,Yes,Bank transfer,70.27,2481.18,0
CUST-03313,Female,0,No,Yes,1,No,DSL,Yes,No internet service,Two year,No,Electronic check,99.53,92.5,0
CUST-03314,Female,0,No,Yes,7,No,DSL,No internet service,No,Month-to-month,Yes,Electronic check,81.55,547.08,0
CUST-03315,Male,0,No,No,32,No phone service,DSL,No,No internet service,Month-to-month,Yes,Electronic check,74.08,2374.13,0
CUST-03316,Male,1,No,Yes,19,Yes,Fiber optic,No,No,Two year,Yes,Electronic check,56.34,1036.66,1
CUST-03317,Male,0,Yes,No,1,Yes,No,No internet service,No,Month-to-month,No,Electronic check,85.28,86.45,1
CUST-03318,Female,0,No,No,48,No,DSL,Yes,No internet service,One year,No,Mailed check,89.81,3925.89,0
CUST-03319,Female,1,No,Yes,44,No,Fiber optic,No,No,One year,Yes,Mailed check,57.28,2525.23,0
CUST-03320,Female,0,No,Yes,23,No,DSL,No,No,Month-to-month,Yes,Electronic check,36.54,818.23,1
CUST-03321,Male,0,Yes,Yes,2,No,Fiber optic,No,No,Month-to-month,No,Credit card,36.74,73.99,1
CUST-03322,Female,0,No,Yes,43,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,91.36,3867.61,0
CUST-03323,Female,0,No,Yes,26,No,Fiber optic,Yes,No,One year,Yes,Electronic check,18.67,464.47,0
CUST-03324,Female,0,Yes,No,45,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Electronic check,115.31,5608.33,1
CUST-03325,Male,0,No,Yes,41,No,No,No,Yes,Month-to-month,No,Credit card,51.32,1971.46,0
CUST-03326,Male,1,No,No,48,Yes,Fiber optic,No internet service,No internet service,Two year,Yes,Credit card,74.29,3695.27,0
CUST-03327,Male,1,No,No,21,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Electronic check,86.05,1960.52,1
CUST-03328,Female,0,Yes,Yes,4,No,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,44.49,179.34,1
CUST-03329,Male,0,No,Yes,33,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,51.2,1816.8,0
CUST-03330,Male,0,No,No,29,Yes,DSL,No,Yes,Month-to-month,No,Mailed check,68.96,1849.79,0
CUST-03331,Male,0,Yes,Yes,40,Yes,DSL,No internet service,Yes,Two year,No,Mailed check,39.39,1573.64,0
CUST-03332,Male,0,Yes,Yes,5,No,DSL,No,No internet service,Month-to-month,Yes,Mailed check,32.97,163.43,1
CUST-03333,Female,1,Yes,Yes,6,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,35.67,192.97,1
CUST-03334,Male,0,Yes,No,66,No phone service,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,101.27,6607.97,0
CUST-03335,Female,0,No,Yes,41,Yes,DSL,No,No,One year,Yes,Bank transfer,76.94,3071.91,0
CUST-03336,Male,0,No,Yes,71,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,41.2,3024.54,0
CUST-03337,Female,0,Yes,No,42,Yes,No,No,No,Two year,Yes,Electronic check,91.18,4165.28,0
CUST-03338,Male,0,Yes,Yes,27,Yes,DSL,No internet service,Yes,One year,Yes,Bank transfer,42.87,1061.6,0
CUST-03339,Male,1,No,No,31,No phone service,DSL,No,Yes,Month-to-month,Yes,Mailed check,18.0,538.75,0
CUST-03340,Female,0,Yes,Yes,65,Yes,No,No,No,One year,No,Electronic check,85.9,5521.04,0
CUST-03341,Male,0,Yes,Yes,25,No,Fiber optic,No,No,Two year,Yes,Credit card,114.39,2834.12,0
CUST-03342,Male,0,No,Yes,30,No,DSL,Yes,Yes,Month-to-month,No,Mailed check,81.74,2586.98,0
CUST-03343,Female,0,Yes,Yes,5,No,Fiber optic,No,No,One year,Yes,Bank transfer,18.0,88.98,0
CUST-03344,Female,0,No,Yes,19,Yes,Fiber optic,No,Yes,Two year,Yes,Mailed check,64.29,1105.99,0
CUST-03345,Male,1,No,No,37,No,Fiber optic,No internet service,No,One year,No,Electronic check,56.76,2188.37,0
CUST-03346,Male,0,Yes,No,9,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,76.35,740.04,0
CUST-03347,Male,1,Yes,No,6,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,39.58,238.14,1
CUST-03348,Male,0,Yes,Yes,11,No,No,No,No,One year,Yes,Electronic check,55.0,614.81,0
CUST-03349,Male,1,No,Yes,8,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Bank transfer,22.4,167.12,1
CUST-03350,Female,1,Yes,No,7,Yes,Fiber optic,Yes,No,Two year,Yes,Electronic check,71.65,473.53,0
CUST-03351,Male,0,Yes,No,16,Yes,No,No,Yes,Month-to-month,No,Electronic check,23.51,356.24,1
CUST-03352,Male,0,No,Yes,71,No,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer,78.12,5469.69,0
CUST-03353,Male,1,No,Yes,21,No,No,No internet service,No internet service,One year,Yes,Electronic check,42.48,968.47,0
CUST-03354,Male,0,Yes,No,6,Yes,DSL,No,No,Month-to-month,No,Bank transfer,18.0,108.47,0
CUST-03355,Male,0,No,No,2,No,DSL,No,Yes,Month-to-month,Yes,Credit card,88.81,166.68,0
CUST-03356,Female,0,No,Yes,35,No,No,No,No,Month-to-month,Yes,Electronic check,79.82,2663.0,0
CUST-03357,Male,0,Yes,Yes,14,No,DSL,No,No,One year,Yes,Mailed check,105.59,1443.97,0
CUST-03358,Male,0,No,Yes,51,No,DSL,Yes,No,Two year,Yes,Bank transfer,18.0,940.63,0
CUST-03359,Female,0,Yes,Yes,32,Yes,Fiber optic,No,No internet service,One year,Yes,Mailed check,45.36,1434.11,0
CUST-03360,Male,1,No,No,47,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer,68.95,3170.94,1
CUST-03361,Male,0,Yes,No,9,Yes,Fiber optic,Yes,No,Month-to-month,No,Mailed check,82.15,748.92,0
CUST-03362,Male,0,Yes,Yes,35,Yes,DSL,Yes,No,Two year,Yes,Electronic check,21.11,700.7,0
CUST-03363,Female,0,Yes,Yes,9,Yes,DSL,No,No,Two year,Yes,Electronic check,77.94,642.38,0
CUST-03364,Female,0,No,No,72,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Bank transfer,47.85,3117.5,0
CUST-03365,Female,0,No,No,30,No phone service,Fiber optic,No,Yes,One year,Yes,Electronic check,18.0,513.14,0
CUST-03366,Male,0,No,Yes,11,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,42.48,429.11,1
CUST-03367,Male,0,Yes,No,9,No,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,80.43,700.18,0
CUST-03368,Male,0,Yes,No,6,No,Fiber optic,No,Yes,Two year,Yes,Electronic check,18.0,113.9,1
CUST-03369,Male,0,No,No,35,Yes,DSL,No,No internet service,Month-to-month,Yes,Electronic check,84.11,3071.2,1
CUST-03370,Female,1,Yes,No,7,No phone service,Fiber optic,Yes,No,Month-to-month,No,Electronic check,73.5,525.91,0
CUST-03371,Female,1,Yes,No,27,No,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer,57.38,1658.48,0
CUST-03372,Male,0,No,Yes,9,Yes,DSL,Yes,No,Month-to-month,No,Credit card,18.0,154.94,0
CUST-03373,Female,0,Yes,Yes,32,Yes,Fiber optic,No,No,One year,Yes,Electronic check,18.35,632.42,0
CUST-03374,Male,0,No,Yes,50,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,53.05,2599.05,0
CUST-03375,Male,0,No,No,45,Yes,Fiber optic,No,No,One year,Yes,Mailed check,31.25,1378.38,0
CUST-03376,Female,0,Yes,Yes,42,Yes,DSL,No,No internet service,Month-to-month,Yes,Electronic check,54.99,2265.86,0
CUST-03377,Female,0,No,Yes,6,Yes,Fiber optic,No internet service,No internet service,One year,Yes,Mailed check,92.19,508.68,0
CUST-03378,Female,0,No,No,2,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,56.81,124.43,0
CUST-03379,Male,0,Yes,Yes,36,Yes,No,No,No internet service,One year,Yes,Electronic check,55.99,1869.91,0
CUST-03380,Male,0,No,No,13,No,Fiber optic,No internet service,No,One year,No,Mailed check,56.01,704.96,0
CUST-03381,Female,0,No,Yes,16,Yes,Fiber optic,Yes,No internet service,Two year,No,Mailed check,95.4,1471.24,0
CUST-03382,Female,0,Yes,No,1,No,No,No internet service,No internet service,Two year,No,Mailed check,103.8,94.97,1
CUST-03383,Female,0,Yes,Yes,9,No phone service,Fiber optic,Yes,No,Month-to-month,No,Electronic check,77.66,650.33,1
CUST-03384,Female,0,No,Yes,1,No phone service,Fiber optic,No,No,Month-to-month,No,Mailed check,69.1,62.81,0
CUST-03385,Female,1,No,No,63,Yes,Fiber optic,Yes,Yes,One year,No,Mailed check,71.89,4341.03,0
CUST-03386,Male,1,No,Yes,8,Yes,Fiber optic,No,No,One year,No,Electronic check,107.84,925.98,0
CUST-03387,Male,0,Yes,No,24,No phone service,No,No internet service,Yes,Month-to-month,No,Electronic check,79.29,1841.85,1
CUST-03388,Female,0,No,Yes,1,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,110.67,102.34,1
CUST-03389,Female,0,No,Yes,32,No,No,Yes,Yes,One year,Yes,Electronic check,52.43,1726.65,0
CUST-03390,Male,1,Yes,Yes,11,No,Fiber optic,No internet service,No,Two year,No,Mailed check,24.93,301.47,0
CUST-03391,Male,1,No,No,68,Yes,No,No,No internet service,Two year,No,Electronic check,44.93,2891.68,0
CUST-03392,Female,1,Yes,Yes,65,Yes,DSL,No internet service,No,Month-to-month,No,Mailed check,48.12,2989.91,0
CUST-03393,Male,0,Yes,Yes,11,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,113.14,1361.99,0
CUST-03394,Female,0,Yes,Yes,69,No,DSL,Yes,No,Month-to-month,No,Mailed check,87.09,5623.15,0
CUST-03395,Male,0,Yes,Yes,72,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,45.88,3310.77,0
CUST-03396,Male,0,No,Yes,52,No,Fiber optic,No internet service,No internet service,One year,Yes,Mailed check,89.25,4399.35,0
CUST-03397,Female,0,Yes,No,55,Yes,Fiber optic,No,No,One year,Yes,Electronic check,61.11,3651.68,0
CUST-03398,Female,0,Yes,No,8,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,114.04,1000.18,1
CUST-03399,Male,0,Yes,Yes,25,No,DSL,No,No internet service,Month-to-month,Yes,Electronic check,54.99,1461.28,0
CUST-03400,Female,0,Yes,Yes,2,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,18.83,36.26,1
CUST-03401,Female,0,No,No,2,No,DSL,No internet service,Yes,Two year,Yes,Electronic check,59.4,116.51,0
CUST-03402,Female,0,No,No,72,No,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,55.01,3756.59,1
CUST-03403,Female,0,Yes,Yes,11,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Credit card,24.7,292.93,1
CUST-03404,Male,0,No,Yes,41,Yes,DSL,No,No,One year,No,Electronic check,82.58,3666.5,0
CUST-03405,Male,0,Yes,No,49,No phone service,Fiber optic,No,No internet service,One year,Yes,Credit card,107.74,5193.6,0
CUST-03406,Male,0,Yes,No,58,Yes,Fiber optic,No,Yes,Two year,Yes,Credit card,31.33,1874.03,0
CUST-03407,Male,0,No,No,72,No,DSL,No,No,Month-to-month,Yes,Credit card,94.18,6327.39,0
CUST-03408,Male,0,Yes,No,8,No,No,Yes,No,Month-to-month,No,Credit card,46.8,369.53,0
CUST-03409,Male,0,No,No,1,No,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,64.26,65.95,1
CUST-03410,Female,0,Yes,No,15,No phone service,DSL,No,Yes,Two year,Yes,Electronic check,61.11,895.64,0
CUST-03411,Male,1,Yes,Yes,4,No,DSL,No internet service,No,One year,Yes,Electronic check,64.26,249.72,0
CUST-03412,Female,0,Yes,No,1,Yes,Fiber optic,No,No internet service,Two year,No,Electronic check,79.19,71.29,1
CUST-03413,Female,0,No,No,13,No,Fiber optic,No,No,Month-to-month,No,Electronic check,34.27,472.62,1
CUST-03414,Female,0,Yes,No,45,Yes,DSL,No,No,One year,No,Credit card,103.8,5034.72,0
CUST-03415,Male,0,Yes,Yes,25,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,80.11,2190.79,1
CUST-03416,Male,0,Yes,Yes,11,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,90.07,1034.22,1
CUST-03417,Female,0,No,Yes,31,No,Fiber optic,No,No,Month-to-month,No,Bank transfer,41.6,1302.18,1
CUST-03418,Male,0,Yes,Yes,7,Yes,DSL,No,No,One year,No,Electronic check,31.56,210.73,0
CUST-03419,Male,0,No,No,1,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,100.48,110.51,0
CUST-03420,Female,0,No,Yes,43,Yes,No,No,Yes,Two year,No,Electronic check,30.27,1324.97,0
CUST-03421,Female,0,No,No,29,Yes,No,No,No internet service,One year,Yes,Credit card,69.48,2087.92,0
CUST-03422,Male,0,No,Yes,43,No,No,No,No,Month-to-month,Yes,Mailed check,95.57,4259.43,0
CUST-03423,Male,0,Yes,No,1,No,No,No internet service,No internet service,One year,Yes,Bank transfer,61.2,65.43,0
CUST-03424,Male,0,Yes,Yes,54,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,100.1,4875.32,1
CUST-03425,Male,0,No,Yes,28,Yes,DSL,No,Yes,Month-to-month,No,Credit card,56.85,1502.74,0
CUST-03426,Female,0,No,Yes,24,No,Fiber optic,No internet service,Yes,One year,No,Electronic check,26.68,661.52,1
CUST-03427,Male,0,Yes,Yes,29,No,Fiber optic,No,No internet service,Two year,Yes,Bank transfer,76.23,2385.38,0
CUST-03428,Female,0,Yes,Yes,59,No,No,No internet service,No,Month-to-month,No,Credit card,70.95,4341.22,0
CUST-03429,Female,0,Yes,Yes,26,No,DSL,Yes,No internet service,Two year,Yes,Mailed check,118.0,3014.92,0
CUST-03430,Female,0,Yes,No,26,No phone service,Fiber optic,No,No,One year,Yes,Mailed check,36.65,926.52,0
CUST-03431,Female,0,No,Yes,72,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Electronic check,57.44,4332.5,0
CUST-03432,Male,1,Yes,No,42,No,Fiber optic,No internet service,No,Month-to-month,No,Mailed check,43.07,1896.22,1
CUST-03433,Female,0,No,Yes,17,Yes,Fiber optic,Yes,Yes,One year,No,Credit card,60.73,1054.52,0
CUST-03434,Male,0,Yes,No,36,Yes,DSL,Yes,No internet service,Month-to-month,No,Electronic check,59.52,2053.35,0
CUST-03435,Male,0,No,No,14,No,No,Yes,No,Two year,Yes,Credit card,38.83,589.84,0
CUST-03436,Female,0,No,Yes,7,Yes,Fiber optic,No,No,One year,Yes,Bank transfer,79.05,559.09,0
CUST-03437,Female,0,Yes,No,27,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,58.58,1673.55,1
CUST-03438,Male,1,No,No,72,No,DSL,No,No internet service,Two year,Yes,Mailed check,105.36,7152.47,0
CUST-03439,Female,0,Yes,No,72,No,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,45.54,3176.61,0
CUST-03440,Female,0,No,No,12,Yes,DSL,No,Yes,Two year,Yes,Electronic check,118.0,1522.08,0
CUST-03441,Male,0,No,Yes,22,No,DSL,Yes,No,Month-to-month,No,Electronic check,73.28,1467.1,1
CUST-03442,Female,0,Yes,No,7,No,DSL,No internet service,No internet service,One year,No,Mailed check,103.14,723.76,0
CUST-03443,Female,0,No,No,72,No,DSL,No,No,Month-to-month,Yes,Credit card,68.46,4911.08,0
CUST-03444,Female,0,Yes,Yes,72,No,Fiber optic,Yes,Yes,One year,Yes,Mailed check,41.58,3144.18,0
CUST-03445,Male,0,Yes,No,31,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,57.09,1692.59,0
CUST-03446,Female,0,No,Yes,48,No,No,No,No,Month-to-month,No,Electronic check,23.4,1060.09,1
CUST-03447,Male,0,Yes,Yes,37,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer,61.65,2475.46,0
CUST-03448,Male,0,No,Yes,26,Yes,DSL,Yes,No,Two year,No,Mailed check,70.16,1850.32,0
CUST-03449,Female,0,Yes,Yes,1,No,No,No internet service,No,Month-to-month,Yes,Mailed check,66.37,61.12,0
CUST-03450,Male,0,Yes,Yes,18,No,DSL,No,No,One year,No,Credit card,104.9,1772.28,0
CUST-03451,Female,0,No,No,33,Yes,DSL,Yes,No internet service,Two year,Yes,Credit card,60.53,2196.77,0
CUST-03452,Female,0,No,No,33,No,DSL,Yes,No,Two year,Yes,Bank transfer,18.0,557.84,0
CUST-03453,Male,0,No,No,14,Yes,No,Yes,No,Month-to-month,No,Credit card,118.0,1688.5,1
CUST-03454,Male,1,Yes,No,72,No,No,No internet service,Yes,Two year,No,Mailed check,44.28,3137.23,0
CUST-03455,Female,0,Yes,Yes,5,No,Fiber optic,No,Yes,Month-to-month,No,Credit card,94.06,506.57,1
CUST-03456,Male,1,Yes,No,20,No,Fiber optic,Yes,No,One year,Yes,Mailed check,19.87,417.68,0
CUST-03457,Male,0,No,No,35,No,Fiber optic,Yes,No,One year,No,Electronic check,72.36,2581.71,0
CUST-03458,Male,1,No,Yes,35,Yes,No,No internet service,No,Month-to-month,No,Credit card,41.16,1299.63,0
CUST-03459,Female,1,No,Yes,31,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,18.0,600.39,0
CUST-03460,Female,0,Yes,Yes,9,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,56.52,503.05,1
CUST-03461,Female,0,No,No,5,No phone service,DSL,No internet service,No,Month-to-month,Yes,Electronic check,63.5,344.91,1
CUST-03462,Female,0,No,Yes,30,Yes,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,58.43,1751.34,0
CUST-03463,Female,0,No,No,27,Yes,DSL,No,No,Month-to-month,No,Electronic check,72.29,2027.65,1
CUST-03464,Male,0,Yes,No,5,No phone service,Fiber optic,Yes,No internet service,Two year,No,Bank transfer,56.91,260.04,0
CUST-03465,Male,0,No,Yes,36,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Credit card,67.07,2532.9,1
CUST-03466,Female,0,Yes,No,18,No,Fiber optic,No,Yes,Two year,Yes,Electronic check,70.1,1220.92,1
CUST-03467,Female,0,No,No,33,No,Fiber optic,No,No,One year,Yes,Bank transfer,63.94,2047.29,0
CUST-03468,Male,0,No,No,54,No,Fiber optic,No,No,Two year,No,Electronic check,59.88,2986.9,1
CUST-03469,Female,1,Yes,No,5,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,38.19,177.46,1
CUST-03470,Female,0,No,No,1,Yes,DSL,No internet service,No,One year,No,Bank transfer,82.83,77.62,0
CUST-03471,Male,0,No,Yes,45,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,56.51,2455.58,0
CUST-03472,Female,0,Yes,No,28,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,54.09,1633.25,1
CUST-03473,Female,1,No,No,36,Yes,Fiber optic,No,No,One year,No,Mailed check,80.37,2817.09,0
CUST-03474,Female,0,Yes,No,54,No,Fiber optic,No internet service,No,One year,No,Electronic check,71.36,4026.35,0
CUST-03475,Female,0,No,Yes,48,No phone service,Fiber optic,No internet service,No,Month-to-month,Yes,Credit card,44.05,1937.95,1
CUST-03476,Male,1,No,No,72,No,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,102.52,7515.93,0
CUST-03477,Female,0,No,Yes,23,Yes,DSL,No,Yes,One year,Yes,Mailed check,29.32,671.92,0
CUST-03478,Female,0,No,Yes,20,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card,34.06,746.32,1
CUST-03479,Male,0,No,No,15,No,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,85.05,1364.08,0
CUST-03480,Male,1,Yes,Yes,5,No phone service,No,No internet service,No,One year,Yes,Credit card,117.53,582.34,0
CUST-03481,Female,0,No,Yes,25,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card,47.68,1257.59,0
CUST-03482,Female,0,Yes,Yes,9,No phone service,Fiber optic,Yes,No,One year,No,Mailed check,77.38,653.67,0
CUST-03483,Male,0,Yes,Yes,72,No,Fiber optic,Yes,No,One year,Yes,Bank transfer,29.23,2130.8,0
CUST-03484,Male,0,Yes,No,26,No,No,No,No internet service,Two year,Yes,Electronic check,37.13,883.25,0
CUST-03485,Male,0,No,Yes,26,Yes,Fiber optic,No internet service,No,Month-to-month,No,Credit card,98.97,2495.04,0
CUST-03486,Male,1,No,Yes,13,No phone service,Fiber optic,Yes,No,Two year,No,Electronic check,75.97,933.46,0
CUST-03487,Male,0,Yes,No,1,No,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,99.9,104.27,0
CUST-03488,Male,0,Yes,Yes,1,No phone service,DSL,No internet service,Yes,Month-to-month,Yes,Electronic check,97.59,97.4,0
CUST-03489,Male,0,Yes,Yes,16,No phone service,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,18.0,302.46,0
CUST-03490,Male,1,No,Yes,2,Yes,No,No,No internet service,Two year,No,Electronic check,29.12,58.42,0
CUST-03491,Female,0,Yes,Yes,28,No,DSL,No,Yes,One year,No,Mailed check,73.23,1880.86,0
CUST-03492,Female,0,Yes,Yes,63,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,18.0,1187.38,0
CUST-03493,Female,0,No,No,64,No,No,No,No,Month-to-month,Yes,Electronic check,33.37,2278.01,0
CUST-03494,Female,0,Yes,No,32,No,DSL,No,No internet service,Month-to-month,Yes,Electronic check,107.81,3728.35,1
CUST-03495,Female,0,Yes,Yes,7,No phone service,Fiber optic,No,Yes,Month-to-month,No,Electronic check,48.75,346.16,1
CUST-03496,Female,0,Yes,Yes,59,Yes,No,No,No,One year,Yes,Mailed check,86.31,5350.56,0
CUST-03497,Male,0,Yes,No,65,Yes,No,Yes,No internet service,One year,Yes,Mailed check,64.15,4379.94,1
CUST-03498,Female,0,Yes,No,6,No,Fiber optic,No,Yes,Two year,Yes,Electronic check,44.6,249.18,0
CUST-03499,Male,1,No,Yes,40,No,DSL,No,No internet service,Two year,Yes,Mailed check,18.0,671.65,1
CUST-03500,Female,0,No,No,10,Yes,DSL,No,No,One year,No,Bank transfer,72.0,658.21,0
CUST-03501,Female,0,No,No,48,No,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,108.64,5026.9,0
CUST-03502,Female,0,Yes,No,72,No,DSL,No,Yes,Month-to-month,No,Credit card,45.45,3255.06,0
CUST-03503,Female,0,Yes,Yes,1,Yes,DSL,No internet service,Yes,Month-to-month,No,Electronic check,67.06,73.74,0
CUST-03504,Female,0,No,Yes,68,No phone service,Fiber optic,No,No,Month-to-month,Yes,Credit card,19.41,1301.66,1
CUST-03505,Female,0,No,Yes,29,No phone service,Fiber optic,No,Yes,One year,No,Mailed check,44.83,1358.9,0
CUST-03506,Female,0,No,No,72,No,No,No,Yes,Two year,Yes,Mailed check,75.23,5626.07,0
CUST-03507,Female,0,No,Yes,18,No,DSL,No,No internet service,Two year,Yes,Mailed check,87.31,1478.69,0
CUST-03508,Male,1,Yes,No,56,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,81.68,4170.2,0
